id;title;description;availability;condition;price;link;image_link;brand;google_product_category;fb_product_category;inventory;sale_price;sale_price_effective_date;item_group_id;gender;color;size;age_group;material;pattern;shipping;shipping_weight
85;Papel de Embrulho laranja com padrão de gatos - Pack 25 un.;Papel de Embrulho laranja com padrão de gatos - Pack 25 un.;in stock;new;15,49;https://loja.mirapack.pt/papel/85-papel-de-embrulho-laranja-com-padrao-de-gatos-pack-25-un.html;https://loja.mirapack.pt/107-large_default/papel-de-embrulho-laranja-com-padrao-de-gatos-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;10;15,49;;;;;;;;;;
86;Papel de Embrulho tons azuis com padrão - Pack 25 un.;Papel de Embrulho tons azuis com padrão - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/86-papel-de-embrulho-tons-azuis-com-padrao-pack-25-un.html;https://loja.mirapack.pt/108-large_default/papel-de-embrulho-tons-azuis-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;3;23,06;;;;;;;;;;
87;Papel de Embrulho verde com padrão - Pack 25 un.;Papel de Embrulho verde com padrão - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/87-papel-de-embrulho-verde-com-padrao-pack-25-un.html;https://loja.mirapack.pt/110-large_default/papel-de-embrulho-verde-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;4;23,06;;;;;;;;;;
88;Papel de embrulho cinza escuro com padrão - Pack 25 un.;Papel de embrulho cinza escuro com padrão - Pack 25 un.;in stock;new;23,06;https://loja.mirapack.pt/papel/88-papel-de-embrulho-cinza-escuro-com-padrao-pack-25-un.html;https://loja.mirapack.pt/111-large_default/papel-de-embrulho-cinza-escuro-com-padrao-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;23;23,06;;;;;;;;;;
90;Papel de Embrulho brilho - Pack 50 un.;Papel de Embrulho brilho - Pack 50 un.;in stock;new;23,38;https://loja.mirapack.pt/papel/90-127-papel-de-embrulho-brilho-pack-50-un.html#/39-cor-ouro;https://loja.mirapack.pt/114-large_default/papel-de-embrulho-brilho-pack-50-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;23,38;;;;;;;;;;
92;Papel de Embrulho riscas azuis - Pack 25 un.;Papel de Embrulho riscas azuis - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/92-papel-de-embrulho-riscas-azuis-pack-25-un.html;https://loja.mirapack.pt/116-large_default/papel-de-embrulho-riscas-azuis-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;9;10,77;;;;;;;;;;
93;Papel de Embrulho riscas vermelho e ouro - Pack 25 un.;Papel de Embrulho riscas vermelho e ouro - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/93-papel-de-embrulho-riscas-vermelho-e-ouro-pack-25-un.html;https://loja.mirapack.pt/117-large_default/papel-de-embrulho-riscas-vermelho-e-ouro-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;9;10,77;;;;;;;;;;
94;Papel de Embrulho padrão floreado - Pack 25 un.;Papel de Embrulho padrão floreado - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/94-papel-de-embrulho-padrao-floreado-pack-25-un.html;https://loja.mirapack.pt/118-large_default/papel-de-embrulho-padrao-floreado-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;15;10,77;;;;;;;;;;
96;Papel de Embrulho padrão multicolor - Pack 25 un.;Papel de Embrulho padrão multicolor - Pack 25 un.;in stock;new;10,77;https://loja.mirapack.pt/papel/96-papel-de-embrulho-padrao-multicolor-pack-25-un.html;https://loja.mirapack.pt/119-large_default/papel-de-embrulho-padrao-multicolor-pack-25-un.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;9;10,77;;;;;;;;;;
97;Papel de Embrulho - Rolo propileno ouro 70 cm x 25 m;Papel de Embrulho - Rolo propileno ouro 70 cm x 25 m;in stock;new;36,9;https://loja.mirapack.pt/papel/97-rolo-de-papel-de-embrulho-propileno-70-cm-x-25-m.html;https://loja.mirapack.pt/120-large_default/rolo-de-papel-de-embrulho-propileno-70-cm-x-25-m.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;6;36,9;;;;;;;;;;
98;Papel de Embrulho - Rolo cores planas - 70 cm x 100 m.;Papel de Embrulho - Rolo cores planas - 70 cm x 100 m.;in stock;new;92,25;https://loja.mirapack.pt/papel/98-129-rolo-de-papel-de-embrulho-70-cm-x-100-m.html#/76-cor-violeta;https://loja.mirapack.pt/121-large_default/rolo-de-papel-de-embrulho-70-cm-x-100-m.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;13;92,25;;;;;;;;;;
99;Papel de Embrulho - Rolo cinza padrão e prata - 70 cm.;Papel de Embrulho - Rolo cinza padrão e prata - 70 cm.;in stock;new;92,25;https://loja.mirapack.pt/papel/99-papel-de-embrulho-rolo-cinza-padrao-e-prata-70-cm.html;https://loja.mirapack.pt/126-large_default/papel-de-embrulho-rolo-cinza-padrao-e-prata-70-cm.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;92,25;;;;;;;;;;
100;Papel de Embrulho - Rolo com padrão 70 cm x 50 mt.;Papel de Embrulho - Rolo com padrão 70 cm x 50 mt.;in stock;new;43,05;https://loja.mirapack.pt/papel/100-papel-de-embrulho-rolo-com-padrao-.html;https://loja.mirapack.pt/128-large_default/papel-de-embrulho-rolo-com-padrao-.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;5;43,05;;;;;;;;;;
101;Papel de Embrulho vermelho com padrão dourado - 70 cm x 100 mt.;Papel de Embrulho vermelho com padrão dourado - 70 cm x 100 mt.;in stock;new;92,25;https://loja.mirapack.pt/papel/101-papel-de-embrulho-vermelho-com-padrao-dourado-70-cm-x-100-mt.html;https://loja.mirapack.pt/129-large_default/papel-de-embrulho-vermelho-com-padrao-dourado-70-cm-x-100-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;92,25;;;;;;;;;;
102;Papel de Embrulho - Rolo cinza com riscas brancas - 70 cm x 50 mt.;Papel de Embrulho - Rolo cinza com riscas brancas - 70 cm x 50 mt.;in stock;new;67,65;https://loja.mirapack.pt/papel/102-papel-de-embrulho-rolo-cinza-com-riscas-brancas-70-cm-x-50-mt.html;https://loja.mirapack.pt/130-large_default/papel-de-embrulho-rolo-cinza-com-riscas-brancas-70-cm-x-50-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;1;67,65;;;;;;;;;;
103;Papel de embrulho - rolo branco com bolas douradas - 70 cm x 25 mt;Papel de embrulho - rolo branco com bolas douradas - 70 cm x 25 mt;in stock;new;36,9;https://loja.mirapack.pt/papel/103-papel-de-embrulho-rolo-branco-com-bolas-douradas-70-cm-x-25-mt.html;https://loja.mirapack.pt/131-large_default/papel-de-embrulho-rolo-branco-com-bolas-douradas-70-cm-x-25-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;10;36,9;;;;;;;;;;
104;Papel de Embrulho - rolo prata brilho - 70 cm.;Papel de Embrulho - rolo prata brilho - 70 cm.;in stock;new;92,25;https://loja.mirapack.pt/papel/104-papel-de-embrulho-rolo-prata-brilho-70-cm.html;https://loja.mirapack.pt/132-large_default/papel-de-embrulho-rolo-prata-brilho-70-cm.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;92,25;;;;;;;;;;
106;Papel de Embrulho - Rolo branco com traços dourados - 70 cm.;Papel de Embrulho - Rolo branco com traços dourados - 70 cm.;in stock;new;92,25;https://loja.mirapack.pt/papel/106-papel-de-embrulho-rolo-branco-com-tracos-dourados-70-cm.html;https://loja.mirapack.pt/134-large_default/papel-de-embrulho-rolo-branco-com-tracos-dourados-70-cm.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;92,25;;;;;;;;;;
107;Papel de Embrulho - rolo rosa com bolas brancas - 70 cm x 50 mt.;Papel de Embrulho - rolo rosa com bolas brancas - 70 cm x 50 mt.;in stock;new;67,65;https://loja.mirapack.pt/papel/107-papel-de-embrulho-rolo-rosa-com-bolas-brancas-70-cm-x-50-mt.html;https://loja.mirapack.pt/135-large_default/papel-de-embrulho-rolo-rosa-com-bolas-brancas-70-cm-x-50-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;2;67,65;;;;;;;;;;
109;Papel de Embrulho - rolo padrão natal - 70 cm x 2 mt.;Papel de Embrulho - rolo padrão natal - 70 cm x 2 mt.;in stock;new;1,85;https://loja.mirapack.pt/papel/109-134-papel-de-embrulho-rolo-padrao-natal-70-cm-x-2-mt.html#/39-cor-ouro/64-padrao-estrelas_e_ursos;https://loja.mirapack.pt/136-large_default/papel-de-embrulho-rolo-padrao-natal-70-cm-x-2-mt.jpg;mirapack;169,artes e artesanato;169,artes e artesanato;48;1,85;;;;;;;;;;
